商品链接,商品名称,商品类目,价格,联系方式,仓库地址,在库库存,在途库存,运费,准时交货率,准时处理时间/工作日,退款率,订单完成率,缺货程度,关键信息变更次数
https://www.neobund.com/detail/7563,Ikeda Laundry Detergent Pods | 3 in 1 Aroma Enhance Forest Scent | Fragrance In Micro Capsule | 30Counts 10g Each Pod | 10.5 oz 1 PACK,"['Home Supplies', 'Home Care Supplies', 'Household Cleaners']",5,+1 919 396 9785,"5558 burnside Dr, 5558 burnside Dr, Rockville, Maryland",500,0,$5.90,97.47,0.7,0.03,99.98,0.06,0.22
https://www.neobund.com/detail/1556,Emma Manor 925 Sterling Silver Stud Earrings 5 Point Star Cubic Zirconia Ear Stud for Women Men Girl CZ 5mm-7mm\n,"['Fashion Accessories', 'Costume Jewelry & Accessories']",4.99-6.99,+1 646 645 3396,"98, Sandy Creek Dr, Covington, Georgia",33,0,$5.00,100,0.16,0.01,100,0,0.45
https://www.neobund.com/detail/4111,Butterfly knife EDC Survival Knives Outdoor Camping Fishing ,"['Tools & Hardware', 'Hand Tools']",7.22,+1 909 362 9646,"VCUOS FBZ（CNS00372）, 437 BALDWIN PARK BLVD，AD0854，CITY OF INDUSTRY, Los Angeles, California",474,0,$6.38,96.77,0.35,0.08,99.92,0.05,0
https://www.neobund.com/detail/3775,1\u002F100 MIG-29 Fulcrum Metal Fighter Model Kit Military Simulation Airplane Model Alloy Military Pre-build Ornaments Suitable for Collection or Gift.,"['Collectibles', 'Entertainment']",22,+1 678 687 3747,"919 koala ct, 919 koala ct, Lawrenceville, Georgia",96,0,$8.00,90.91,1.03,0,100,0.64,0.18
https://www.neobund.com/detail/1040,Spring and summer 2024 new European and n wide-leg pants tight nude feeling lifting buttocks overalls bell-bottoms high waist micro yoga pants,"['Sports & Outdoor', 'Sport & Outdoor Clothing', 'Joggers']",10,+1 951 407 1088,"938 SOUTH HATCHER AVENUE, CITY OF INDUSTRY, CITY OF INDUSTRY , California",0,0,$8.73,99.78,0.36,0,99.99,0.17,0.08
https://www.neobund.com/detail/6454,AI4380\u002FChristmas 10 piece set,"['Home Supplies', 'Festive & Party Supplies', 'Festive Decorations']",3.9,+1 909 908 7514,"1567 s, campus Ave , Ontario, California",500,500,$9.90,0,0,0,0,0,0.18
https://www.neobund.com/detail/933,Siobhan White Handmade Ceramic Table Vase\n,"['Home Supplies', 'Home Decor']",22-28,暂无,暂无,6,0,$8.00,100,0.22,0,100,0,0.11
https://www.neobund.com/detail/7323,"1pcs framed wooden canvas painting, wood frame canvas painting sunrise and beach wall art print for home decoration, living room and bedroom, holiday party decoration, gift, ready to hang","['Home Supplies', 'Home Decor', 'Posters & Prints']",8.9-46.9,+1 702 427 6366,"749 canary wharf dr. las vegas. NV. 89178 , Canary Wharf Boulevard, Las Vegas, Nevada",521,0,$6.90,100,0.54,0,100,0.01,0.16
https://www.neobund.com/detail/3944,"Zurich Secret Love Perfume-Women - Gold sand perfume 30ml, Pheromone perfume, dating and flirting perfume, Lasting Wear, Suitable For Meetings, Dates, Parties, Gatherings - Precious Gift for Women",['Beauty & Personal Care'],2.99,+1 626 392 9299,"6135, district Blvd, Maywood   , California",110,0,$6.70,97.12,0.48,0,100,0,0
https://www.neobund.com/detail/6580,"La Reina Vanity Cosmetic case with mirror and LED light, portable travel cosmetic bag","['Luggage & Bags', 'Functional Bags']",8,+1 626 899 8506,"10800 , St Louis Dr, El Monte, California",29,0,$7.25 - $9.68,91.67,0.92,0,100,0.45,1
https://www.neobund.com/detail/7622,Men's Cologne Rich Cologne Body Spray Plant Extracts Strong Elegant Scent Rich Cologne Body Fragrance Spray,['Beauty & Personal Care'],5.5,+1 909 330 3868,"Armstrong Logistic, Inc. CA, 19545 San Jose Ave, City of Industry, California",138,200,$5.99,100,0.19,0,99.95,0.64,0.47
https://www.neobund.com/detail/3854,Cake Decorating Tools Supplies Kit: 236pcs Baking Accessories with Storage Case - Piping Bags and Icing Tips Set - Cupcake Cookie Frosting Fondant Bakery Set for Adults Beginners or Professional,"['Kitchenware', 'Bakeware']",19.99,+1 626 392 9299,"6135, district Blvd, Maywood, California",0,50,$11.00,83.62,1.19,0,100,1,0
https://www.neobund.com/detail/7313,"Christmas Building Blocks Santa Claus Nutcracker Elf Penguin Kit For Kids, Xmas Ornaments Bricks Set Figures Toy Gifts For Party Favors Goodie Bags Stuffers For","['Toys & Hobbies', 'Classic & Novelty Toys', 'Building Toys', 'Model Building Kits']",23,+1 678 687 3747,"919 koala ct, 919 koala ct, Lawrenceville, Georgia",100,0,$8.00,90.91,1.03,0,100,0.64,0.18
https://www.neobund.com/detail/7459,Alphabet pattern color blocked shoulder cut baseball jacket,"['Womenswear & Underwear', ""Women's Tops"", 'Jackets & Coats']",15.58,+1 415 598 8169,"30538, UNION CITY BLVD, UNION CITY , California",10,0,$4.00,100,0.29,0,100,0,0.54
https://www.neobund.com/detail/5710,"Mini Body Camera with Audio and Video Recording- Body Camera with 180° Rotatable Lens, Built-in 64G Card, HD 1080P Law Enforcement, Guard, Outdoor, Travel, Cycling","['Phones & Electronics', 'Cameras & Photography']",16.72,+1 773 940 2691,"Dock 21, 1111 W 35th St, Chicago, Illinois",78,0,$5.00,99.93,0.17,0.02,100,0.7,0.33
https://www.neobund.com/detail/1254,"Vortopt Under Sink Water Filter System - 19K Gallons NSF\u002FANSI 53&42 Certified Water Filtration, Reduces Lead, Chlorine, Bad Taste & Odor, 304 Stainless Steel Faucet, Q8-C1","['Home Improvement', 'Kitchen Fixtures']",39-45,+1 626 977 0779,"20531, 20531 E Walnut Dr N, , Walnut,, California",20,50,$5.90,97.47,0.7,0.03,99.98,0.06,0.22
https://www.neobund.com/detail/2040,Cross-Border Hot Sale in Stock Wholesale Natural Freshwater Pearl Bracelet Color Bead Jewelry Women's Bracelet,"['Jewelry Accessories & Derivatives', 'Pearl']",3,+1 626 988 3268,"212E , Monterey Ave, Pomona, California",50,500,$5.00,98.92,0.58,0,100,0.03,0.03
https://www.neobund.com/detail/7715,"Valentines Day Coffee Bar Sign Decor,Wood Framed Cupid’s Coffee Bar Decorations for Farmhouse Kitchen Home Table Tiered Tray","['Home Supplies', 'Home Decor', 'Plaques & Signs']",9.99,暂无,暂无,10,0,$5.37,97.77,0.59,0.07,99.96,2.1,0.33
https://www.neobund.com/detail/4089,"A4A 12LB 1-Pair (2pieces)HDRS Rubber Coated Solid Cast Iron Dumbbell with Contoured Chrome Handle, Hexagon Head","['Sports & Outdoor', 'Fitness Equipment', 'Weight Training', 'Weight Lifting']",20.29,+1 714 533 8118,"2420, Meadowbrook Pkwy, Duluth,GA 30096, Atlanta, Georgia",100,0,$18.00,100,0.6,0.01,100,0.1,0.15
https://www.neobund.com/detail/5697,Dog Shirt Hawaii Style Pets Printed Polo Clothes Breathable for Puppy X2002,"['Pet Supplies', 'Dog & Cat Clothing']",3.69,+1 626 366 3186,"10932 Klingerman St, Suite C, El Monte,, California",100,0,$4.39,97.95,0.9,0.02,100,0.19,0.32
https://www.neobund.com/detail/7580,"1pc Wooden Framed Wall Art, Colorful Abstract Geometric Patterns Painting Picture Modern Home Decor-Premium Gallery Wrapped Canvas,Ready to Hang for Living Room Bedroom Bathroom Kitchen-Hanging Kit Included","['Home Supplies', 'Home Decor', 'Posters & Prints']",8.9-46.9,暂无,暂无,500,0,$6.90,100,0.54,0,100,0.01,0.16
https://www.neobund.com/detail/4287,2 Seater Ride On Car for Kids Ride On Truck w\u002FRemote Control,"['Toys & Hobbies', 'Electric & Remote Control Toys', 'Cars, Lorries & Trains']",219.99,+1 951 407 1088,"938, SOUTH HATCHER AVENUE, CITY OF INDUSTRY, California",49,50,$50.00,99.18,0.3,0.01,100,0.23,0.09
https://www.neobund.com/detail/7043,"3Pcs Cake Stand, Gold Round Cupcake Stand 8\u002F10\u002F12Inch Dessert Display Stand Cupcake Holder Pastry Serving Plate for Baby Shower Wedding Birthday Party Celebration Home Decoration","['Home Supplies', 'Festive & Party Supplies', 'Cake Decorations']",15,+1 213 290 1064,"8449 Milliken Ave, Unit 102, Rancho Cucamonga, California",100,0,$12.99,99.23,0.58,0.01,99.99,0.35,0
https://www.neobund.com/detail/7574,"1 Pc Wooden Framed Purple Flower Butterfly Canvas Painting, Ready to Hang, Thickness 2.25cm\u002F0.9inch High-Quality Wall Picture Art Prints Poster Wall Decor for Bedroom Bathroom Living room, New Year Halloween Christmas Xmas Birthday Festival Gifts","['Home Supplies', 'Home Decor', 'Posters & Prints']",8.9-46.9,暂无,暂无,511,0,$6.90,100,0.54,0,100,0.01,0.16
https://www.neobund.com/detail/3409,"25LB-1piece Macebell,  Mace Hammer, Great for Home Exercise & Gym Training","['Sports & Outdoor', 'Ball Sports Equipment']",46.99,+1 714 533 8118,"1428, W Central Park Ave S, Anaheim, California",99,0,$35.00,100,0.6,0.01,100,0.1,0.15
https://www.neobund.com/detail/4222,9ft PVC Flocking Hinged Tree Environmentally Friendly Fireproof Artificial Christmas Flocked Tree,"['Home Supplies', 'Festive & Party Supplies', 'Festive Decorations']",158.6,+1 909 413 2067,"18215 Rowland St, Dock 4, City of Industry, California",74,0,$40.00,100,0.39,0.28,100,0.37,0.4
https://www.neobund.com/detail/2054,Emma Manor 18k Gold Plated Beans Cuff Bangle for Women\n,"['Fashion Accessories', 'Costume Jewelry & Accessories']",4.99,+1 646 645 3396,"98, Sandy Creek Dr, Covington, Georgia",19,0,$5.00,100,0.16,0.01,100,0,0.45
https://www.neobund.com/detail/6886,"34'' Wind Chimes Outdoor Christmas Decorations,Elk Deer Wind Chimes with Golden Star, Personalized for Friends\u002FFamily\u002FLover, Christmas Bells Xmas Holiday Party Indoor Outdoor Decoration","['Home Supplies', 'Festive & Party Supplies', 'Festive Decorations']",9.99,+1 718 454 2809,"1401 w front st, 1401 w front st, Florence, New Jersey",47,0,$8.00 - $15.00,100,0,0,100,0.14,0.68
https://www.neobund.com/detail/91,"Morphling Gaming Chair Office Chair PC Chair with High Back Ergonomics Lumbar Support, Racing Style PU Leather Multifunction Adjustable Computer Chair with Lumbar Support Task Chair (C-M03)","['Furniture', 'Commercial Furniture', 'Office Furniture', 'Chairs & Stools']",99.9,+1 925 621 9264,"728 W Rider St  , W Rider St, Perris, California",16,0,$40.00,100,0.06,0,100,0.07,0
https://www.neobund.com/detail/7084,New arrival pink dot curve solid color ins cute all-match socks(Twelve pairs),"['Womenswear & Underwear', ""Women's Underwear"", 'Socks']",12,+1 626 267 3270,"500, 500 S Hacienda Blvd, City Of Industry, California",1188,1229,$5.00,100,0.83,0.25,99.25,0.52,0.74
https://www.neobund.com/detail/4131,Folding Camping Table Outdoor Camping Storage Table Double Storage Multi-purpose Camping Table Portable,"['Sports & Outdoor', 'Camping & Hiking Equipment', 'Camping Furniture']",34.9-59.9,+1 917 775 2974,"118 Allen Blvd, Farmingdale, NEW York, New York",0,0,$10.00,99.66,0.56,0.04,100,0.69,0.55
https://www.neobund.com/detail/3155,"10 PCS Short Square Handmade Press On Nails,Reusable Nails,Ofiice\nLady‘ Nails","['Beauty & Personal Care', 'Hand, Foot & Nail Care']",6.8,+1 626 993 0518,"3900, E Philadelphia st, ontario, California",9,100,$4.30,100,0.45,0,100,0.01,0.02
https://www.neobund.com/detail/4203,"EP LIGHT 9 Pcs RGBW Modular Music Sync Wall Lights, Works with Alexa and Google, Smart Modern Music Sync Decor Ambient Lamp for Gaming Party Living Room Bedroom,","['Home Improvement', 'Lights & Lighting']",39.9,+1 617 840 6603,"1135 , WALSH AVE , SANTA CLARA, California",72,0,$5.00,99.36,0.43,0.03,99.98,0.25,0.07
https://www.neobund.com/detail/5379,"Super cute cat face and paw print black versatile women's fashionable pants, suitable for casual outings, gatherings, work commuting, autumn and winter high waisted warmth, hip lifting comfort, slimming yoga pants","['Womenswear & Underwear', ""Women's Bottoms""]",6-6.88,+1 518 253 0126,"14 commercial ave Ste A,  ave Ste A, Albany, New York",7,0,$5.30,96.28,0.86,0,99.8,0.69,0.91
https://www.neobund.com/detail/1504,36pcs Colorful Boho Soft Clay Bead Bracelet Set with CCB Beads - Multi-Layered Hand Bracelet Set,"['Toys & Hobbies', 'DIY']",7,+1 626 988 3268,"212E , Monterey Ave, Pomona, California",0,200,$5.00,98.92,0.58,0,100,0.03,0.03
https://www.neobund.com/detail/430,"Mac Book Pro Charger, 61W\u002F67W USB C Charger Power Adapter for MacBook Pro\u002FAir 13\u002F14 Inch, for MacBook 12 Inch, Included USB-C to USB-C Charge Cable (6.6ft\u002F2m)","['Computers & Office Equipment', 'Computer Accessories']",13.99,+1 646 427 1526,"8106, Indian Trail Fairview Rd, Indian Trail, NC",1874,0,$6.00,100,0.68,0,100,0.08,0.17
https://www.neobund.com/detail/4389,leather tote bag 2024 new luxury middle-aged mother bag large capacity Joker ladies handbag,"['Luggage & Bags', ""Women's Bags""]",39,+1 909 689 9959,"1401, 1401 4th Ave, New Hyde Park, New York, New York",18,100,$10.10,100,0.83,0.25,99.25,0.52,0.74
https://www.neobund.com/detail/5113,"Metal Sideboard Cabinet with Fluted Glass Door, Adjustble Shelf Steel Locker Display Cabinet for Kitchen Livingroom Bedroom\n","['Furniture', 'Indoor Furniture', 'Cupboards & Cabinets', 'Living Room Furniture']",49.15,+1 201 555 0123,"3280, US Highway 206, Bordentown, New Jersey",76,0,$19.12,40.34,1.82,0,100,0.34,0.17
https://www.neobund.com/detail/7349,"4pcs Multifunctional Folding Knife, Pocket Mini Keychain Knife, Portable Gift Knife, Express Delivery Knife, Men's Fashion Key Chain","['Sports & Outdoor', 'Camping & Hiking Equipment', 'Knives & Survival Kits']",6.5,暂无,暂无,150,0,$4.50,100,0.54,0,100,0.57,0.8
https://www.neobund.com/detail/1769,"Cushioned Anti-Fatigue Kitchen Rug Runner [2 PCS] ,  Braided Waterproof Non-Slip Kitchen Mats and Rugs for Kitchen, Floor Home, Office, Sink, Laundry,Beige","['Textiles & Soft Furnishings', 'Household Textiles']",11-14,暂无,暂无,100,30,$11.00,90.84,0.76,0,100,0.63,0.2
https://www.neobund.com/detail/848,"RealHer Eyeshadow Palette-High Pigment Blendable Shades, Sparkling Powder Eyeshadow Makeup, Daily Bright Eyes Makeup Palette Warm Tone","['Beauty & Personal Care', 'Makeup']",28,+1 714 263 6394,"9142 , pulsar ct, Corona, California",400,0,$6.90,100,0.82,0,100,0,0
https://www.neobund.com/detail/1101,DALI Melting Clock Table Clock Table Decoration Holiday Gifts Creative Gifts Silver Clock,"['Home Supplies', 'Home Decor', 'Clocks']",8.5,+1 617 840 6603,"1135 , WALSH AVE , SANTA CLARA, California",0,100,$5.00,99.36,0.43,0.03,99.98,0.25,0.07
https://www.neobund.com/detail/4478,Plant Artificiales Outdoor Indoor High Quality Artificial Plants Greenery Simulation Topiary Trees,"['Home Supplies', 'Home Decor', 'Decorative Flowers, Plants & Fruit']",40,暂无,暂无,50,0,$12.61 - $21.56,100,0.22,0.26,100,0.26,0.17
https://www.neobund.com/detail/7087,Men's diamond check cotton socks(Twelve pairs),"['Menswear & Underwear', ""Men's Underwear"", 'Socks']",12,+1 626 267 3270,"500, 500 S Hacienda Blvd, City Of Industry, California",408,420,$5.00,100,0.83,0.25,99.25,0.52,0.74
https://www.neobund.com/detail/7833,Lychee flavored crystal crown perfume 30ML\u002F1FL.OZ Elegant style fresh body fragrance light lingering fresh lychee fragrance perfume women's perfume,['Beauty & Personal Care'],5,+1 909 330 3868,"Armstrong Logistic, Inc. CA, 19545 San Jose Ave, City of Industry, California",185,0,$5.99,100,0.19,0,99.95,0.64,0.47
https://www.neobund.com/detail/2216,12 Inch Short Afro Dreadlock Wigs for Black Women and Men Faux Locs Curly Wigs Africa Americans Twist Braided Short Dreadlock Wig for Daily,"['Fashion Accessories', 'Hair Extensions & Wigs']",11.88,+1 347 866 6823,"110-60, Dunkirk St#E, Jamaica, New York",0,0,$7.00,96.89,0.57,0,100,0.35,0.12
https://www.neobund.com/detail/6750,"100ML New Men's Cologne Perfume, Lasting, Suitable For Dating And Daily Life, Is The Perfect Christmas Gift For Father's Day 3.4FL OZ",['Beauty & Personal Care'],8,+1 213 677 8291,"601 S, Dupont Ave, Ontario, California",50,0,$6.00,99.77,0.21,0,100,0.69,0.49
https://www.neobund.com/detail/4098,"25LB×1piece HDRS  Rubber Coated Solid Cast Iron Dumbbell with Contoured Chrome Handle, Hexagon Head","['Sports & Outdoor', 'Fitness Equipment', 'Weight Training', 'Weight Lifting']",26.6,+1 714 533 8118,"1428, W Central Park Ave S, Anaheim, California",27,0,$18.00,100,0.6,0.01,100,0.1,0.15
https://www.neobund.com/detail/1292,EP LIGHT 65.6 ft. LED Smart Strip Lights Remote Control App Control Party Holiday lighting,"['Home Improvement', 'Lights & Lighting', 'Bulbs, Tubes & Strips', 'String Lights']",9.9,+1 617 840 6603,"1135 , WALSH AVE , SANTA CLARA, California",65,0,$5.00,99.36,0.43,0.03,99.98,0.25,0.07
https://www.neobund.com/detail/4068,Spring knife EDC Survival Knives Outdoor Camping Fishing,"['Tools & Hardware', 'Hand Tools']",13,+1 909 362 9646,"VCUOS FBZ（CNS00372）, 437 BALDWIN PARK BLVD，AD0854，CITY OF INDUSTRY, Los Angeles, California",477,0,$7.48,96.77,0.35,0.08,99.92,0.05,0
https://www.neobund.com/detail/6488,"6pcs Cut Resistant Sleeve Arm Protection Sleeves, for Gardening, Welding, Kitchen, Arm Guards for Biting, Pet Grooming and More","['Tools & Hardware', 'Garden Tools', 'Gardening Gloves & Protective Gear']",6.99,暂无,暂无,65,0,$4.50,100,0.54,0,100,0.57,0.8
https://www.neobund.com/detail/7402,"1 piece canvas painting with wooden frame, ready to hang, knife and dog canvas art poster","['Home Supplies', 'Home Decor', 'Posters & Prints']",8.9-46.9,+1 702 427 6366,"749 canary wharf dr. las vegas. NV. 89178 , Canary Wharf Boulevard, Las Vegas, Nevada",551,0,$6.90,100,0.54,0,100,0.01,0.16
https://www.neobund.com/detail/2463,EP LIGHT Outdoor Rattan Solar Powered Floor Lamp IP65 Waterproof LED Light for Garden Yard Terrance Patio,"['Home Improvement', 'Lights & Lighting', 'Outdoor Lighting']",25,+1 617 840 6603,"1135 , WALSH AVE , SANTA CLARA, California",55,50,$16.00,99.36,0.43,0.03,99.98,0.25,0.07
https://www.neobund.com/detail/7513,"Men's Winter Steel Toe Work Boots - Safety Shoes for Outdoor Hiking, Puncture Resistant Design, Lace-Up Closure, Round Toe Cap","['Shoes', ""Men's Shoes""]",20.6,+1 601 988 7771,"21331 Clay Road, 21331 Clay Road, Katy, Texas",20,0,$11.00,99.93,0.17,0.02,100,0.7,0.33
https://www.neobund.com/detail/4087,A4A 40LB per piece apollo Dumbbell for both commercial and home usage High-end Coated Octagon Dumbbells,"['Sports & Outdoor', 'Fitness Equipment', 'Weight Training', 'Weight Lifting']",36.88,+1 714 533 8118,"2420, Meadowbrook Pkwy, Duluth,GA 30096, Atlanta, Georgia",16,0,$40.00,100,0.6,0.01,100,0.1,0.15
https://www.neobund.com/detail/5480,"UTOGRU SP-6 Toothpaste Oral Health Management, Fresh Breath","['Beauty & Personal Care', 'Nasal & Oral Care']",4.5,+1 919 396 9785,"5558 burnside Dr, 5558 burnside Dr, Rockville, Maryland",286,500,$5.90,97.47,0.7,0.03,99.98,0.06,0.22
https://www.neobund.com/detail/855,"RealHer  Moisturizing Lipstick,Creamy Formula For Soft, Fuller-Looking Lips,jojoba seed oil, shea butter, and vitamin E, providing all-day","['Beauty & Personal Care', 'Makeup']",18,+1 714 263 6394,"9142 , pulsar ct, Corona, California",1100,0,$6.90,100,0.82,0,100,0,0
https://www.neobund.com/detail/6999,"12pcs Luminous Dinosaur Shoe Charms For Shoes, Luminousr Shoe Charms  PVC Dinosaur Cartoon Clogs, Dinosaur Series Shoes Boot Accessories, Clogs, Accessories","['Shoes', 'Shoe Accessories']",3.99,+1 626 392 9299,"6135, 6135 district Blvd,  Maywood, California",200,0,$4.99,75,1.31,0,100,0.21,0
https://www.neobund.com/detail/4144,"EP LIGHT RGBW Hexagon Modular Suspended Lighting, Wall Lights, Honeycomb Ceiling Light for Garage, Basement, Gaming Room, Warehouse, Gym","['Home Improvement', 'Lights & Lighting']",36,+1 617 840 6603,"1135 , WALSH AVE , SANTA CLARA, California",10,0,$9.00,99.36,0.43,0.03,99.98,0.25,0.07
